Vernier Format 2,,,,
untitled.txt 6/15/2026 13:51:4,,,,
Run 1,,,,
Time,Gate State,Distance,Velocity,Acceleration
236.83039,Unblocked,13,0.078,-0.06
237.84494,Blocked,,,
238.11572,Unblocked,13.05,0.077,0.06
238.38497,Blocked,,,
238.65318,Unblocked,13.1,0.077,-0.06
239.66923,Blocked,,,
239.94559,Unblocked,13.15,0.078,0.06
240.20094,Blocked,,,
240.47516,Unblocked,13.2,0.078,-0.06
241.48781,Blocked,,,
241.77086,Unblocked,13.25,0.079,0.06
242.01595,Blocked,,,
242.29417,Unblocked,13.3,0.079,-0.06
243.30977,Blocked,,,
243.59003,Unblocked,13.35,0.079,0.06
243.84013,Blocked,,,
244.11525,Unblocked,13.4,0.079,-0.06
245.13248,Blocked,,,
245.41191,Unblocked,13.45,0.079,0.06
245.65997,Blocked,,,
245.93727,Unblocked,13.5,0.079,-0.06
246.95401,Blocked,,,
247.23819,Unblocked,13.55,0.079,0.06
247.47611,Blocked,,,
247.75965,Unblocked,13.6,0.079,-0.06
248.77403,Blocked,,,
249.0651,Unblocked,13.65,0.081,0.07
249.29411,Blocked,,,
249.57771,Unblocked,13.7,0.081,-0.07
250.59502,Blocked,,,
250.88152,Unblocked,13.75,0.08,0.06
251.11901,Blocked,,,
251.40024,Unblocked,13.8,0.08,-0.06
252.41762,Blocked,,,
252.7071,Unblocked,13.85,0.081,0.06
252.93399,Blocked,,,
253.22182,Unblocked,13.9,0.081,-0.06
254.23759,Blocked,,,
254.53157,Unblocked,13.95,0.081,0.07
254.75411,Blocked,,,
255.04179,Unblocked,14,0.081,-0.07
256.06009,Blocked,,,
256.35919,Unblocked,14.05,0.082,0.07
256.57232,Blocked,,,
256.86182,Unblocked,14.1,0.082,-0.07
257.88009,Blocked,,,
258.17694,Unblocked,14.15,0.082,0.07
258.39382,Blocked,,,
258.6831,Unblocked,14.2,0.082,-0.07
259.70391,Blocked,,,
259.9967,Unblocked,14.25,0.081,0.07
260.20731,Blocked,,,
260.50664,Unblocked,14.3,0.081,-0.07
261.52328,Blocked,,,
261.82621,Unblocked,14.35,0.083,0.07
262.02662,Blocked,,,
262.32463,Unblocked,14.4,0.083,-0.07
263.34343,Blocked,,,
263.64897,Unblocked,14.45,0.083,0.07
263.85225,Blocked,,,
264.14611,Unblocked,14.5,0.083,-0.07
265.167,Blocked,,,
265.46961,Unblocked,14.55,0.083,0.07
265.66425,Blocked,,,
265.96826,Unblocked,14.6,0.083,-0.07
266.98689,Blocked,,,
267.29209,Unblocked,14.65,0.083,0.07
267.48565,Blocked,,,
267.78921,Unblocked,14.7,0.083,-0.07
268.80764,Blocked,,,
269.12294,Unblocked,14.75,0.085,0.07
269.30725,Blocked,,,
269.60853,Unblocked,14.8,0.085,-0.07
270.62874,Blocked,,,
270.94338,Unblocked,14.85,0.085,0.07
271.12356,Blocked,,,
271.43022,Unblocked,14.9,0.085,-0.07
272.45138,Blocked,,,
272.76408,Unblocked,14.95,0.085,0.07
272.94031,Blocked,,,
273.25233,Unblocked,15,0.085,-0.07
274.27153,Blocked,,,
274.59092,Unblocked,15.05,0.086,0.07
274.75969,Blocked,,,
275.0716,Unblocked,15.1,0.086,-0.07
276.09233,Blocked,,,
276.41315,Unblocked,15.15,0.087,0.07
276.58133,Blocked,,,
276.8931,Unblocked,15.2,0.087,-0.07
277.91407,Blocked,,,
278.24259,Unblocked,15.25,0.088,0.08
278.39642,Blocked,,,
278.71299,Unblocked,15.3,0.088,-0.08
279.73524,Blocked,,,
280.0621,Unblocked,15.35,0.088,0.08
280.21524,Blocked,,,
280.53519,Unblocked,15.4,0.088,-0.08
281.55753,Blocked,,,
281.88813,Unblocked,15.45,0.089,0.08
282.03236,Blocked,,,
282.35575,Unblocked,15.5,0.089,-0.08
283.37719,Blocked,,,
283.71073,Unblocked,15.55,0.089,0.08
283.8534,Blocked,,,
284.17578,Unblocked,15.6,0.09,-0.08
285.2006,Blocked,,,
285.54735,Unblocked,15.65,0.093,0.08
285.66406,Blocked,,,
285.99747,Unblocked,15.7,0.093,-0.08
287.02231,Blocked,,,
287.37223,Unblocked,15.75,0.094,0.08
287.48412,Blocked,,,
287.81789,Unblocked,15.8,0.094,-0.08
288.84101,Blocked,,,
289.19896,Unblocked,15.85,0.095,0.08
289.29451,Blocked,,,
289.63978,Unblocked,15.9,0.095,-0.08
290.66345,Blocked,,,
291.03334,Unblocked,15.95,0.098,0.09
291.10956,Blocked,,,
291.46056,Unblocked,16,0.098,-0.09
292.48427,Blocked,,,
292.854,Unblocked,16.05,0.098,0.09
292.93438,Blocked,,,
293.28127,Unblocked,16.1,0.098,-0.09
294.30565,Blocked,,,
294.68735,Unblocked,16.15,0.101,0.09
294.73884,Blocked,,,
295.10107,Unblocked,16.2,0.104,-0.08
296.12729,Blocked,,,
296.92298,Unblocked,16.25,0.027,0
297.94901,Blocked,,,
298.74365,Unblocked,16.3,0.027,0
299.76832,Blocked,,,
300.563,Unblocked,16.35,0.027,0
301.59002,Blocked,,,
302.38496,Unblocked,16.4,0.027,0
303.41058,Blocked,,,
304.20665,Unblocked,16.45,0.027,0
305.2265,Blocked,,,
306.02534,Unblocked,16.5,0.027,0
307.05029,Blocked,,,
307.84775,Unblocked,16.55,0.027,0
308.87276,Blocked,,,
309.66822,Unblocked,16.6,0.027,0
310.69222,Blocked,,,
311.48621,Unblocked,16.65,0.027,0
312.5127,Blocked,,,
313.30803,Unblocked,16.7,0.027,0
314.33649,Blocked,,,
315.12998,Unblocked,16.75,0.027,0
316.15567,Blocked,,,
316.9474,Unblocked,16.8,0.027,0
317.97654,Blocked,,,
318.76922,Unblocked,16.85,0.027,0
319.79954,Blocked,,,
320.59042,Unblocked,16.9,,
321.62009,Blocked,,,
Run 4,,,,
0,Blocked,0,,
0.17307,Unblocked,,,
1.17167,Blocked,0.05,0.067,0.04
1.35062,Unblocked,,,
1.79592,Blocked,0.1,0.067,-0.04
1.9698,Unblocked,,,
2.96861,Blocked,0.15,0.067,0.04
3.14177,Unblocked,,,
3.5935,Blocked,0.2,0.067,-0.04
3.76832,Unblocked,,,
4.77325,Blocked,0.25,0.066,0.04
4.94953,Unblocked,,,
5.40336,Blocked,0.3,0.066,-0.04
5.57931,Unblocked,,,
6.58493,Blocked,0.35,0.066,0.04
6.75958,Unblocked,,,
7.21535,Blocked,0.4,0.066,-0.04
7.39243,Unblocked,,,
8.39776,Blocked,0.45,0.068,0.04
8.57522,Unblocked,,,
9.01665,Blocked,0.5,0.068,-0.04
9.20171,Unblocked,,,
10.20979,Blocked,0.55,0.069,0.05
10.39713,Unblocked,,,
10.81482,Blocked,0.6,0.069,-0.05
11.00554,Unblocked,,,
12.01358,Blocked,0.65,0.07,0.05
12.20412,Unblocked,,,
12.61284,Blocked,0.7,0.07,-0.05
12.80756,Unblocked,,,
13.81571,Blocked,0.75,0.07,0.05
14.00732,Unblocked,,,
14.41461,Blocked,0.8,0.07,-0.05
14.61084,Unblocked,,,
15.62267,Blocked,0.85,0.069,0.05
15.81441,Unblocked,,,
16.2252,Blocked,0.9,0.069,-0.05
16.41949,Unblocked,,,
17.43163,Blocked,0.95,0.069,0.05
17.62243,Unblocked,,,
18.03275,Blocked,1,0.069,-0.05
18.22915,Unblocked,,,
19.24204,Blocked,1.05,0.07,0.05
19.43706,Unblocked,,,
19.83529,Blocked,1.1,0.07,-0.05
20.03642,Unblocked,,,
21.05093,Blocked,1.15,0.071,0.05
21.25175,Unblocked,,,
21.63694,Blocked,1.2,0.071,-0.05
21.83892,Unblocked,,,
22.85522,Blocked,1.25,0.072,0.05
23.06024,Unblocked,,,
23.43283,Blocked,1.3,0.072,-0.05
23.64198,Unblocked,,,
24.65946,Blocked,1.35,0.072,0.05
24.86585,Unblocked,,,
25.23586,Blocked,1.4,0.072,-0.05
25.44719,Unblocked,,,
26.46531,Blocked,1.45,0.072,0.05
26.67327,Unblocked,,,
27.0414,Blocked,1.5,0.072,-0.05
27.25426,Unblocked,,,
28.27378,Blocked,1.55,0.073,0.05
28.48439,Unblocked,,,
28.846,Blocked,1.6,0.073,-0.05
29.06221,Unblocked,,,
30.08269,Blocked,1.65,0.073,0.05
30.29831,Unblocked,,,
30.65047,Blocked,1.7,0.073,-0.05
30.86782,Unblocked,,,
31.88814,Blocked,1.75,0.073,0.05
32.11521,Unblocked,,,
32.45392,Blocked,1.8,0.073,-0.05
32.66682,Unblocked,,,
33.69311,Blocked,1.85,0.074,0.06
33.92537,Unblocked,,,
34.24972,Blocked,1.9,0.074,-0.06
34.47561,Unblocked,,,
35.49773,Blocked,1.95,0.186,0.23
35.71006,Unblocked,,,
35.7321,Blocked,2,0.192,-0.18
35.73989,Unblocked,,,
36.03478,Blocked,2.05,1.544,9.11
36.04755,Unblocked,,,
36.06455,Blocked,2.1,1.641,-2.58
36.27789,Unblocked,,,
37.30447,Blocked,2.15,0.075,0.06
37.54026,Unblocked,,,
37.85638,Blocked,2.2,0.075,-0.06
38.08668,Unblocked,,,
39.11295,Blocked,2.25,0.075,0.06
39.34592,Unblocked,,,
39.66273,Blocked,2.3,0.075,-0.06
39.89341,Unblocked,,,
40.9209,Blocked,2.35,0.077,0.06
41.15706,Unblocked,,,
41.4586,Blocked,2.4,0.077,-0.06
41.70021,Unblocked,,,
42.72769,Blocked,2.45,0.078,0.06
42.96968,Unblocked,,,
43.25714,Blocked,2.5,0.078,-0.06
43.50468,Unblocked,,,
44.53488,Blocked,2.55,0.079,0.06
44.7834,Unblocked,,,
45.05849,Blocked,2.6,0.079,-0.06
45.3099,Unblocked,,,
46.3394,Blocked,2.65,0.08,0.06
46.59091,Unblocked,,,
46.85742,Blocked,2.7,0.08,-0.06
47.11384,Unblocked,,,
48.14319,Blocked,2.75,0.079,0.06
48.39444,Unblocked,,,
48.66535,Blocked,2.8,0.079,-0.06
48.91882,Unblocked,,,
49.95023,Blocked,2.85,0.158,0.19
50.20661,Unblocked,,,
50.22338,Blocked,2.9,0.2,0.12
50.22749,Unblocked,,,
50.4565,Blocked,2.95,5.314,43.75
50.46135,Unblocked,,,
50.46557,Blocked,3,5.474,-8.43
50.71764,Unblocked,,,
51.75438,Blocked,3.05,0.081,0.07
52.02839,Unblocked,,,
52.26345,Blocked,3.1,0.081,-0.07
52.52822,Unblocked,,,
53.56473,Blocked,3.15,0.083,0.07
53.83739,Unblocked,,,
54.06331,Blocked,3.2,0.083,-0.07
54.33508,Unblocked,,,
55.37135,Blocked,3.25,0.085,0.07
55.6476,Unblocked,,,
55.85932,Blocked,3.3,0.085,-0.07
56.13966,Unblocked,,,
57.17645,Blocked,3.35,0.086,0.07
57.45959,Unblocked,,,
57.65781,Blocked,3.4,0.086,-0.07
57.94382,Unblocked,,,
58.98259,Blocked,3.45,0.088,0.08
59.27198,Unblocked,,,
59.45659,Blocked,3.5,0.088,-0.08
59.74894,Unblocked,,,
60.78874,Blocked,3.55,0.089,0.08
61.08574,Unblocked,,,
61.25451,Blocked,3.6,0.089,-0.08
61.55409,Unblocked,,,
62.59568,Blocked,3.65,0.092,0.08
62.90411,Unblocked,,,
63.0492,Blocked,3.7,0.092,-0.08
63.3595,Unblocked,,,
64.40131,Blocked,3.75,0.094,0.09
64.72366,Unblocked,,,
64.84271,Blocked,3.8,0.095,-0.08
65.16337,Unblocked,,,
66.20727,Blocked,3.85,0.099,0.09
66.55376,Unblocked,,,
66.63098,Blocked,3.9,0.099,-0.09
66.96811,Unblocked,,,
68.01302,Blocked,3.95,0.033,-0.01
68.77111,Unblocked,,,
69.81527,Blocked,4,0.028,0
70.57734,Unblocked,,,
71.62391,Blocked,4.05,0.028,0
72.38114,Unblocked,,,
73.43091,Blocked,4.1,0.028,0
74.18578,Unblocked,,,
75.23681,Blocked,4.15,0.028,0
75.98963,Unblocked,,,
77.04274,Blocked,4.2,0.028,0
77.79357,Unblocked,,,
78.84772,Blocked,4.25,,
79.59858,Unblocked,,,
